책제목,저자,가격,이미지,책_상세_주소
스파크를 활용한 실시간 처리,"제러드 마스 , 프랑수아 가릴로 ","34,200",https://www.hanbit.co.kr/data/books/B7070333457_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7070333457
게임 엔진 블랙 북 : 둠,파비앙 상글라르 ,"37,800",https://www.hanbit.co.kr/data/books/B6489048497_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6489048497
러닝 SQL,앨런 볼리외 ,"27,000",https://www.hanbit.co.kr/data/books/B4640245615_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4640245615
이야기로 배우는 구글 빅쿼리,"구도 마사토 , 스즈키 다쓰히코 , 우에노야마 아키라 , 다카기 도모하루 ","18,000",https://www.hanbit.co.kr/data/books/B6735191805_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6735191805
쓰면서 익히는 알고리즘과 자료구조,윤대석 ,"23,400",https://www.hanbit.co.kr/data/books/B7050837867_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7050837867
몽고DB 완벽 가이드(3판),"크리스티나 초도로우 , 섀넌 브래드쇼 , 오언 브라질 ","32,400",https://www.hanbit.co.kr/data/books/B2586509403_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2586509403
GAN 첫걸음,타리크 라시드 ,"22,500",https://www.hanbit.co.kr/data/books/B9417661237_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9417661237
디노 첫걸음,페르난도 돌리오 ,"15,300",https://www.hanbit.co.kr/data/books/B8371133122_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8371133122
친절한 딥러닝 수학,다테이시 겐고 ,"25,200",https://www.hanbit.co.kr/data/books/B3866059305_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3866059305
"IT CookBook, C 언어 일취월장(2판)",신윤환 ,"28,000",https://www.hanbit.co.kr/data/books/B9718869266_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9718869266
웹 애플리케이션 보안,앤드루 호프먼 ,"27,000",https://www.hanbit.co.kr/data/books/B3641625998_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3641625998
"IT CookBook, SQL Server로 배우는 데이터베이스 개론과 실습(2판)","박우창 , 남송휘 , 이현룡 ","29,000",https://www.hanbit.co.kr/data/books/B4024148490_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4024148490
사토시의 서,필 샴페인 ,"22,500",https://www.hanbit.co.kr/data/books/B5929683476_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5929683476
자바스크립트는 모든 곳에 존재한다,애덤 스콧 ,"27,000",https://www.hanbit.co.kr/data/books/B5225420272_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5225420272
처음 배우는 리액트 네이티브,김범준 ,"26,100",https://www.hanbit.co.kr/data/books/B8811528616_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8811528616
처음 배우는 셸 스크립트,장현정 ,"27,000",https://www.hanbit.co.kr/data/books/B9171469683_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9171469683
컨테이너 보안,리즈 라이스 ,"21,600",https://www.hanbit.co.kr/data/books/B8383749156_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8383749156
플러터 인 액션,에릭 윈드밀 ,"29,700",https://www.hanbit.co.kr/data/books/B6928806254_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6928806254
진지한 파이썬,쥘리앵 당주 ,"25,200",https://www.hanbit.co.kr/data/books/B2649943562_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2649943562
"IT CookBook, 손에 잡히는 데이터 통신",임석구 ,"29,000",https://www.hanbit.co.kr/data/books/B8497885322_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8497885322
"IT CookBook, 파이썬 자료구조와 알고리즘 for Beginner",우재남 ,"27,000",https://www.hanbit.co.kr/data/books/B4186876690_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4186876690
이것이 C#이다(개정판),박상현 ,"30,600",https://www.hanbit.co.kr/data/books/B6673972966_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6673972966
"IT CookBook, 4차 산업혁명과 정보통신의 이해","김정섭 , 이호상 , 양인창 ","25,000",https://www.hanbit.co.kr/data/books/B3737758364_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3737758364
"IT CookBook, C# 프로그래밍 2판",윤인성 ,"26,000",https://www.hanbit.co.kr/data/books/B3094396807_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3094396807
"IT CookBook, 게임 제작으로 배우는 유니티","이종원 , 정종필 ","30,000",https://www.hanbit.co.kr/data/books/B8935794438_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8935794438
소프트웨어 스펙의 모든 것,"김익환 , 전규현 ","19,800",https://www.hanbit.co.kr/data/books/B5030061985_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5030061985
머신러닝을 위한 실전 데이터셋,"칼리드 엘 에맘 , 루시 모스케라 , 리처드 홉트로프 ","16,200",https://www.hanbit.co.kr/data/books/B3644414720_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3644414720
혼자 공부하는 자바스크립트,윤인성 ,"21,600",https://www.hanbit.co.kr/data/books/B8393055290_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8393055290
비즈니스 머신러닝,"더그 허전 , 리처드 니콜 ","22,500",https://www.hanbit.co.kr/data/books/B6474110466_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6474110466
처음 배우는 애저 : Azure Portal로 배우는 애저 도입부터 활용까지,김도균 ,"30,600",https://www.hanbit.co.kr/data/books/B1481913277_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1481913277
혼자 공부하는 머신러닝+딥러닝,박해선 ,"23,400",https://www.hanbit.co.kr/data/books/B2002963743_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2002963743
처음 배우는 스위프트,탠메이 박시 ,"23,400",https://www.hanbit.co.kr/data/books/B5393086918_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5393086918
처음부터 제대로 배우는 라라벨,맷 스타우퍼 ,"43,200",https://www.hanbit.co.kr/data/books/B8468875652_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8468875652
안전한 인공지능 시스템을 위한 심층 신경망 강화,케이티 워 ,"21,600",https://www.hanbit.co.kr/data/books/B2392091284_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2392091284
쿠버네티스 모범 사례,"브렌던 번스 , 에디 비얄바 , 데이브 스트레벨 , 라클런 이븐슨 ","23,400",https://www.hanbit.co.kr/data/books/B4896715549_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4896715549
클라우드 핀옵스,"J. R. 스토먼트 , 마이크 풀러 ","23,400",https://www.hanbit.co.kr/data/books/B6403412680_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6403412680
"IT CookBook, 쉽게 배우는 자바 프로그래밍 2판",우종정 ,"29,000",https://www.hanbit.co.kr/data/books/B2714244159_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2714244159
밑바닥부터 시작하는 딥러닝 3,사이토 고키 ,"34,200",https://www.hanbit.co.kr/data/books/B6627606922_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6627606922
포르잔 C++ 에센셜,"Behrouz A. Forouzan , Richard F. Gilberg ","32,000",https://www.hanbit.co.kr/data/books/B4797877052_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4797877052
이것이 우분투 리눅스다(개정판),우재남 ,"28,800",https://www.hanbit.co.kr/data/books/B3658372395_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3658372395
처음 배우는 딥러닝 챗봇,조경래 ,"23,400",https://www.hanbit.co.kr/data/books/B7030488815_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7030488815
게임 엔진 블랙 북 : 울펜슈타인 3D,파비앙 상글라르 ,"31,500",https://www.hanbit.co.kr/data/books/B4727870713_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4727870713
만들면서 배우는 픽셀 아트,김윤정 ,"25,200",https://www.hanbit.co.kr/data/books/B8144473464_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8144473464
쉽게 배워 바로 써먹는 디자인 패턴,이호진 ,"31,500",https://www.hanbit.co.kr/data/books/B9696096335_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9696096335
웹어셈블리 인 액션,제러드 갤런트 ,"34,200",https://www.hanbit.co.kr/data/books/B5654500071_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5654500071
파이썬과 대스크를 활용한 고성능 데이터 분석,제시 대니얼 ,"25,200",https://www.hanbit.co.kr/data/books/B4595034178_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4595034178
초보자를 위한 언리얼 엔진 4 입문,아라카와 다쿠야 ,"31,500",https://www.hanbit.co.kr/data/books/B4792640793_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4792640793
분산원장 기술,로저 워튼호퍼 ,"19,800",https://www.hanbit.co.kr/data/books/B2916452728_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2916452728
"IT CookBook, 액세스 2019로 배우는 데이터베이스 기초와 실습",김지연 ,"28,000",https://www.hanbit.co.kr/data/books/B6503201303_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6503201303
GAN 인 액션,"야쿠프 란그르 , 블라디미르 보크 ","27,000",https://www.hanbit.co.kr/data/books/B3137824436_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3137824436
포르잔 C++ 바이블,"Behrouz A. Forouzan , Richard F. Gilberg ","45,000",https://www.hanbit.co.kr/data/books/B1851418066_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1851418066
처음 시작하는 파이썬(2판),빌 루바노빅 ,"32,400",https://www.hanbit.co.kr/data/books/B4872223435_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4872223435
처음 시작하는 딥러닝,세스 와이드먼 ,"20,700",https://www.hanbit.co.kr/data/books/B6787201225_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6787201225
초소형 머신러닝 TinyML,"피트 워든 , 대니얼 시투나야케 ","36,000",https://www.hanbit.co.kr/data/books/B3963656224_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3963656224
퀀트 전략을 위한 인공지능 트레이딩,"김태헌 , 신준호 ","25,200",https://www.hanbit.co.kr/data/books/B1740090592_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1740090592
이것이 취업을 위한 코딩 테스트다 with 파이썬,나동빈 ,"30,600",https://www.hanbit.co.kr/data/books/B8945183661_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8945183661
유닉스의 탄생,브라이언 커니핸 ,"18,000",https://www.hanbit.co.kr/data/books/B8460934222_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8460934222
"IT CookBook, 오라클로 배우는 데이터베이스 개론과 실습(2판)","박우창 , 남송휘 , 이현룡 ","29,000",https://www.hanbit.co.kr/data/books/B2082711299_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2082711299
핸즈온 비지도 학습,안쿠르 A. 파텔 ,"30,600",https://www.hanbit.co.kr/data/books/B7126889829_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7126889829
나의 첫 파이썬(2판),에릭 마테스 ,"27,000",https://www.hanbit.co.kr/data/books/B3745711486_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3745711486
파이썬 증권 데이터 분석,김황후 ,"28,800",https://www.hanbit.co.kr/data/books/B7026921929_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7026921929
"IT CookBook, 초연결 사회의 데이터통신과 네트워킹",강문식 ,"29,000",https://www.hanbit.co.kr/data/books/B4295361584_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4295361584
혼자 공부하는 첫 프로그래밍 with 파이썬,문현일 ,"15,300",https://www.hanbit.co.kr/data/books/B9609283195_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9609283195
"IT CookBook, 쉽게 배우는 MFC 윈도우 프로그래밍","김선우 , 신화선 ","30,000",https://www.hanbit.co.kr/data/books/B3126325886_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3126325886
실전 자바 소프트웨어 개발,"라울-게이브리얼 우르마 , 리처드 워버턴 ","16,200",https://www.hanbit.co.kr/data/books/B7859887743_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7859887743
"IT CookBook, 코틀린을 활용한 안드로이드 프로그래밍","우재남 , 유혜림 ","34,000",https://www.hanbit.co.kr/data/books/B3055805288_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3055805288
클라우드 네이티브,"보리스 숄 , 트렌트 스완슨 , 피터 야우쇼베츠 ","19,800",https://www.hanbit.co.kr/data/books/B1047711884_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1047711884
이더리움 디앱 개발,로베르토 인판테 ,"36,000",https://www.hanbit.co.kr/data/books/B9632716381_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9632716381
딥러닝과 바둑,"막스 펌펄라 , 케빈 퍼거슨 ","32,400",https://www.hanbit.co.kr/data/books/B7283790591_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7283790591
"IT CookBook, CentOS 리눅스",이종원 ,"32,000",https://www.hanbit.co.kr/data/books/B8200129293_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8200129293
만들면서 배우는 워드프레스 (개정2판),박현우 ,"23,400",https://www.hanbit.co.kr/data/books/B4731993755_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4731993755
이것이 MySQL이다(개정판),우재남 ,"28,800",https://www.hanbit.co.kr/data/books/B2064300579_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2064300579
핸즈온 머신러닝(2판),오렐리앙 제롱(Aurélien Géron) ,"49,500",https://www.hanbit.co.kr/data/books/B7033438574_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7033438574
BPF로 리눅스 관측 가능성 향상하기,"데이비드 칼라베라 , 로렌초 폰타나 ","19,800",https://www.hanbit.co.kr/data/books/B4068078736_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4068078736
배워서 바로 쓰는 스프링 프레임워크,"애시시 사린 , 제이 샤르마 ","45,000",https://www.hanbit.co.kr/data/books/B6796857324_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6796857324
배워서 바로 쓰는 스프링 부트 2,"히로스에 다케시 , 미야바야시 다케히로 ","25,200",https://www.hanbit.co.kr/data/books/B5218628357_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5218628357
학교에서 알려주지 않는 17가지 실무 개발 기술,이기곤 ,"18,000",https://www.hanbit.co.kr/data/books/B9288599157_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9288599157
이것이 리눅스다 (개정판) with RedHat CentOS 8,우재남 ,"28,800",https://www.hanbit.co.kr/data/books/B8529915277_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8529915277
줄리아를 생각하다,"벤 로언스 , 앨런 다우니 ","27,000",https://www.hanbit.co.kr/data/books/B3156242562_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3156242562
리팩터링 2판 (리팩토링 개정판),마틴 파울러 ,"31,500",https://www.hanbit.co.kr/data/books/B6952616555_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6952616555
Head First Go,제이 맥가브렌 ,"32,400",https://www.hanbit.co.kr/data/books/B1938330682_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1938330682
bash를 활용한 사이버 보안 운영,"폴 트론코네 , 칼 앨빙 ","25,200",https://www.hanbit.co.kr/data/books/B1345967931_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1345967931
배워서 바로 쓰는 14가지 AWS 구축 패턴,가와카미 아키히사 ,"16,200",https://www.hanbit.co.kr/data/books/B5350885397_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5350885397
처음 배우는 플러터 : 예제로 배우는 크로스 플랫폼 애플리케이션 개발,유동환 ,"16,200",https://www.hanbit.co.kr/data/books/B8753032429_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8753032429
파이썬으로 배우는 딥러닝 교과서,이시카와 아키히코 ,"34,200",https://www.hanbit.co.kr/data/books/B5364144898_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5364144898
"IT CookBook, 컴파일러의 이해 : 내공 있는 프로그래머로 길러주는 (증보판)",박두순 ,"27,000",https://www.hanbit.co.kr/data/books/B3710025332_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3710025332
출판사가 OK하는 책쓰기,최현우 ,"13,500",https://www.hanbit.co.kr/data/books/B6382321674_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6382321674
이것이 데이터 분석이다 with 파이썬,윤기태 ,"25,200",https://www.hanbit.co.kr/data/books/B2717499992_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2717499992
"개발 7년차, 매니저 1일차",카미유 푸르니에 ,"19,800",https://www.hanbit.co.kr/data/books/B3838365362_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3838365362
고객이 보이는 구글 애널리틱스(2판),문준영 ,"27,000",https://www.hanbit.co.kr/data/books/B6309525432_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6309525432
"IT CookBook, 운영체제론 : Operating Systems, 3rd Ed","하비 디텔 , 폴 디텔 , 데이빗 쇼픈스 ","32,000",https://www.hanbit.co.kr/data/books/B8424694196_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8424694196
"IT CookBook, 4차 산업혁명 시대의 정보통신개론",고응남 ,"25,000",https://www.hanbit.co.kr/data/books/B8030074555_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8030074555
"IT CookBook, 객체 지향 설계와 분석을 위한 UML 기초와 응용","한정수 , 김귀정 ","24,000",https://www.hanbit.co.kr/data/books/B5940484819_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5940484819
"IT CookBook, 리눅스 실습 for Beginner",우재남 ,"24,000",https://www.hanbit.co.kr/data/books/B7654754187_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7654754187
"IT CookBook, 비주얼 베이직 2019 입문",임관철 ,"25,000",https://www.hanbit.co.kr/data/books/B7950684957_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7950684957
"IT CookBook, 엑셀로 배우는 데이터 분석",박주미 ,"21,000",https://www.hanbit.co.kr/data/books/B4833189042_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4833189042
정보교과교육론(2판),"이태욱 , 최현종 , 전용주 ","27,000",https://www.hanbit.co.kr/data/books/B6849591729_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6849591729
창업의 과학,다도코로 마사유키 ,"22,500",https://www.hanbit.co.kr/data/books/B2916297420_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2916297420
쿠버네티스를 활용한 클라우드 네이티브 데브옵스,"존 어런들 , 저스틴 도밍거스 ","28,800",https://www.hanbit.co.kr/data/books/B4886455651_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4886455651
고전 컴퓨터 알고리즘 인 파이썬,데이비드 코펙 ,"22,500",https://www.hanbit.co.kr/data/books/B2018898164_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2018898164
그로킹 딥러닝 : 알기 쉬운 비유와 기초 수학으로 시작하는,앤드루 트라스크 ,"23,400",https://www.hanbit.co.kr/data/books/B9638759159_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9638759159
알쏭달쏭 C 언어 180제,"시바타 보요 , 유리 가오루 ","25,200",https://www.hanbit.co.kr/data/books/B1265473016_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1265473016
파이썬으로 배우는 통계학 교과서,바바 신야 ,"27,000",https://www.hanbit.co.kr/data/books/B7226175941_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7226175941
소문난 명강의 : 김도형의 데이터 사이언스 스쿨(수학 편),김도형 ,"49,500",https://www.hanbit.co.kr/data/books/B3111220544_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3111220544
미술관에 GAN 딥러닝 실전 프로젝트,데이비드 포스터 ,"28,800",https://www.hanbit.co.kr/data/books/B9882286651_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9882286651
"IT CookBook, 유닉스 이론과 실습(3판)","이종원 , 윤소정 ","25,000",https://www.hanbit.co.kr/data/books/B5831919949_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5831919949
밑바닥부터 시작하는 비트코인,송재준(Jimmy Song) ,"29,700",https://www.hanbit.co.kr/data/books/B2663064363_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2663064363
"파이썬 웹 프로그래밍, 실전편(개정판)",김석훈 ,"28,800",https://www.hanbit.co.kr/data/books/B7258193046_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7258193046
"펭귄브로의 3분 딥러닝, 파이토치맛","김건우 , 염상준 ","25,200",https://www.hanbit.co.kr/data/books/B7193109877_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7193109877
"IT CookBook, 경영경제통계학",유영태 ,"28,000",https://www.hanbit.co.kr/data/books/B5278777183_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5278777183
다이내믹 프로그래밍 완전 정복,"미나크시 , 카말 라와트 ","16,200",https://www.hanbit.co.kr/data/books/B9440449667_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9440449667
스위프트 프로그래밍(3판),야곰 ,"28,800",https://www.hanbit.co.kr/data/books/B9421379018_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9421379018
"IT CookBook, 문제 해결력을 키우는 디자인 씽킹","이정현 , 송태란 ","22,000",https://www.hanbit.co.kr/data/books/B9612881797_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9612881797
"최고의 아빠가 알려주는 1등 코딩, 스크래치 3.0",김종훈 ,"17,100",https://www.hanbit.co.kr/data/books/B5961315182_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5961315182
나는 LINE 개발자입니다,"강윤신 , 김영환 , 김재석 , 김정엽 , 김택주 , 노승헌 , 박민우 , 배권한 , 이승진 , 이홍규 , 하태호 , 이서연 ","14,400",https://www.hanbit.co.kr/data/books/B3137155711_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3137155711
이더리움 블록체인 게임 개발,"키더 아이어 , 크리스 대넌 ","22,500",https://www.hanbit.co.kr/data/books/B2729918326_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B2729918326
예제로 배우는 블록체인,"벨라이 바드르 , 리처드 호록스 , 쉰 (브라이언) 우 ","32,400",https://www.hanbit.co.kr/data/books/B8927805717_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8927805717
파이썬을 활용한 머신러닝 쿡북,크리스 알본 ,"29,700",https://www.hanbit.co.kr/data/books/B1652696754_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1652696754
전문가를 위한 C++(개정4판),마크 그레고리 ,"61,200",https://www.hanbit.co.kr/data/books/B3215427289_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B3215427289
"IT CookBook, 최신 컴퓨터 구조","임석구 , 홍경호 ","28,000",https://www.hanbit.co.kr/data/books/B9011295374_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B9011295374
"IT CookBook , MySQL로 배우는 데이터베이스 개론과 실습","박우창 , 남송휘 , 이현룡 ","27,000",https://www.hanbit.co.kr/data/books/B8548562053_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8548562053
"Head First Agile : 개념부터 시험 대비까지, 가장 애자일다운 안내서","앤드류 스텔만 , 제니퍼 그린 ","31,500",https://www.hanbit.co.kr/data/books/B6797717479_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6797717479
"모던 자바 인 액션 : 람다, 스트림, 함수형, 리액티브 프로그래밍으로 새로워진 자바 마스터하기","라울-게이브리얼 우르마 , 마리오 푸스코 , 앨런 마이크로프트 ","30,600",https://www.hanbit.co.kr/data/books/B4926602499_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4926602499
"IT CookBook, HTML5 웹 프로그래밍 입문(3판)",윤인성 ,"26,000",https://www.hanbit.co.kr/data/books/B4831829497_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4831829497
파이썬 날코딩으로 알고 짜는 딥러닝,윤덕호 ,"40,500",https://www.hanbit.co.kr/data/books/B8585180187_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8585180187
C++ 최적화 : 최고 성능을 구현하는 10가지 검증된 기법,커트 건서로스 ,"34,200",https://www.hanbit.co.kr/data/books/B8975427001_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8975427001
"IT CookBook, 네트워크 개론(3판)",진혜진 ,"25,000",https://www.hanbit.co.kr/data/books/B7721595096_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7721595096
"프로그래밍 면접, 이렇게 준비한다(4판)","존 몽건 , 노아 킨들러 , 에릭 기게리 ","25,200",https://www.hanbit.co.kr/data/books/B6503680425_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6503680425
"파이썬 자료구조와 알고리즘 : 기초 튼튼, 핵심 쏙쏙, 실력 쑥쑥",미아 스타인 ,"19,800",https://www.hanbit.co.kr/data/books/B8465804191_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B8465804191
김기현의 자연어 처리 딥러닝 캠프(파이토치 편),김기현 ,"34,200",https://www.hanbit.co.kr/data/books/B1294694476_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1294694476
혼자 공부하는 C 언어,서현우 ,"21,600",https://www.hanbit.co.kr/data/books/B1854329839_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B1854329839
혼자 공부하는 자바,신용권 ,"21,600",https://www.hanbit.co.kr/data/books/B5635758676_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5635758676
파이토치 첫걸음,최건호 ,"20,700",https://www.hanbit.co.kr/data/books/B7818450418_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B7818450418
매니징 쿠버네티스,"브렌던 번스 , 크레이그 트레이시 ","18,000",https://www.hanbit.co.kr/data/books/B4102990130_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B4102990130
알쏭달쏭 자바 200제,"시바타 보요 , 유리 가오루 ","25,200",https://www.hanbit.co.kr/data/books/B5801308380_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5801308380
"IT CookBook, PHP 프로그래밍 입문(3판)",황재호 ,"25,000",https://www.hanbit.co.kr/data/books/B5451383444_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B5451383444
파이썬 라이브러리를 활용한 데이터 분석(2판),웨스 맥키니 ,"31,500",https://www.hanbit.co.kr/data/books/B6417848794_m.jpg,https://www.hanbit.co.kr/store/books/look.php?p_code=B6417848794
